ticker,year,revenue_growth,gross_margin,ebit_margin,tax_rate,da_ratio,capex_ratio,nwc_ratio,roic,debt_ebitda,volatility,beta,log_revenue,log_market_cap,gdp_growth,fed_rate,cpi,credit_spread,revenue_growth_lag1,revenue_growth_lag2,revenue_growth_3y_mean,ebit_margin_lag1,ebit_margin_lag2,ebit_margin_3y_mean,capex_ratio_lag1,capex_ratio_lag2,capex_ratio_3y_mean,da_ratio_lag1,da_ratio_lag2,da_ratio_3y_mean,nwc_ratio_lag1,nwc_ratio_lag2,nwc_ratio_3y_mean,roic_lag1,roic_lag2,roic_3y_mean,target_revenue_growth,target_ebit_margin,target_tax_rate,target_da_ratio,target_capex_ratio,target_nwc_ratio,sector_Consumer,sector_Energy,sector_Healthcare,sector_Industrial,sector_Tech
C000,2008,0.005708587364066283,0.2546730739706523,0.14013935110162645,0.24667624016022088,0.04004481981577032,0.05189416013604453,0.0035503217028808372,0.13927756489183507,2.6793979748628285,0.2769089524844182,1.060092833940375,7.9657082488848605,8.275125546173443,0.02233015348780608,0.018685073108323395,0.014777063100751364,0.008905664529125695,,,,,,,,,,,,,,,,,,,0.12410495729327531,0.15512786326841838,0.20658157627035373,0.03466458747293462,0.046179246589561344,0.027990623425010044,False,False,False,False,True
C000,2009,0.12410495729327531,0.2546730739706523,0.15512786326841838,0.20658157627035373,0.03466458747293462,0.046179246589561344,0.027990623425010044,0.16681624198543665,2.6793979748628285,0.303303147400316,1.0006698249111552,8.08269537437167,8.793203206985426,0.029716104876756168,0.020755503553456418,0.013675980580343408,0.016292463009023646,0.005708587364066283,,,0.14013935110162645,,,0.05189416013604453,,,0.04004481981577032,,,0.0035503217028808372,,,0.13927756489183507,,,0.08709033385924102,0.17923567485551695,0.21867358196069953,0.038175666535944376,0.05442063896892935,0.04493303335429419,False,False,False,False,True
C000,2010,0.08709033385924102,0.2546730739706523,0.17923567485551695,0.21867358196069953,0.038175666535944376,0.05442063896892935,0.04493303335429419,0.1603262223483876,2.6793979748628285,0.3589521666318325,0.9057686342864911,8.16620008288416,8.488602313825114,0.034884852921095166,0.02717261707322078,0.010923251322766257,0.019212942051424747,0.12410495729327531,0.005708587364066283,,0.15512786326841838,0.14013935110162645,,0.046179246589561344,0.05189416013604453,,0.03466458747293462,0.04004481981577032,,0.027990623425010044,0.0035503217028808372,,0.16681624198543665,0.13927756489183507,,0.024853596938778186,0.208029760111013,0.23133679739378565,0.03358566728985282,0.032321986509615847,0.039756889398448035,False,False,False,False,True
C000,2011,0.024853596938778186,0.2546730739706523,0.208029760111013,0.23133679739378565,0.03358566728985282,0.032321986509615847,0.039756889398448035,0.17191547192525292,2.6793979748628285,0.33720734648137624,1.0720332464275755,8.190749853018183,8.456079853436231,0.03122468208210423,0.02815076131102653,0.016105175609051236,0.025565931259954273,0.08709033385924102,0.12410495729327531,0.07230129283886087,0.17923567485551695,0.15512786326841838,0.15816762974185392,0.05442063896892935,0.046179246589561344,0.05083134856484508,0.038175666535944376,0.03466458747293462,0.03762835794154978,0.04493303335429419,0.027990623425010044,0.025491326160728356,0.1603262223483876,0.16681624198543665,0.15547334307521976,-0.004000471938050018,0.21389677955616407,0.2287677118190201,0.0364002908393719,0.033669767938222704,0.018816313135378668,False,False,False,False,True
C000,2012,-0.004000471938050018,0.2546730739706523,0.21389677955616407,0.2287677118190201,0.0364002908393719,0.033669767938222704,0.018816313135378668,0.16813944110103415,2.6793979748628285,0.27025289014723275,1.1928582928984528,8.186741357787149,8.372241698844363,0.03812026227078057,0.03505867442002228,0.01689725470664831,0.01859990582109846,0.024853596938778186,0.08709033385924102,0.07868296269709817,0.208029760111013,0.17923567485551695,0.1807977660783161,0.032321986509615847,0.05442063896892935,0.044307290689368846,0.03358566728985282,0.038175666535944376,0.035475307099577275,0.039756889398448035,0.04493303335429419,0.03756018205925076,0.17191547192525292,0.1603262223483876,0.16635264541969239,0.0004231306502200591,0.2057681611419682,0.19730105063867537,0.03791866881470249,0.03804030502118188,0.030780713027871262,False,False,False,False,True
C000,2013,0.0004231306502200591,0.2546730739706523,0.2057681611419682,0.19730105063867537,0.03791866881470249,0.03804030502118188,0.030780713027871262,0.15796812904693938,2.6793979748628285,0.2807225947419854,0.8712418421711366,8.187164398942839,8.058590127457478,0.03006759210943672,0.03829797673926285,0.02201089680368587,0.022484699810976453,-0.004000471938050018,0.024853596938778186,0.03598115295332306,0.21389677955616407,0.208029760111013,0.200387404840898,0.033669767938222704,0.032321986509615847,0.04013746447225596,0.0364002908393719,0.03358566728985282,0.0360538748883897,0.018816313135378668,0.039756889398448035,0.03450207862937363,0.16813944110103415,0.17191547192525292,0.16679371179155822,0.00412578567610742,0.23180226924314212,0.18149933835268256,0.0399353715782799,0.03296509162227463,7.515562474511364e-05,False,False,False,False,True
C000,2014,0.00412578567610742,0.2546730739706523,0.23180226924314212,0.18149933835268256,0.0399353715782799,0.03296509162227463,7.515562474511364e-05,0.1543800681109746,2.6793979748628285,0.2682514165022227,1.2503882278834504,8.19128169690288,7.9506242451098155,0.021482871173920434,0.03830765203438189,0.032013806754972715,0.015700887295985146,0.0004231306502200591,-0.004000471938050018,0.007092085216982742,0.2057681611419682,0.21389677955616407,0.20923156693638176,0.03804030502118188,0.033669767938222704,0.03467735315634015,0.03791866881470249,0.0364002908393719,0.03596820898130907,0.030780713027871262,0.018816313135378668,0.029784638520565992,0.15796812904693938,0.16813944110103415,0.1660076806910755,0.026790537850478174,0.20583736322016258,0.17929507522134405,0.03777995008371454,0.03610692988619754,0.042244082029619975,False,False,False,False,True
C000,2015,0.026790537850478174,0.2546730739706523,0.20583736322016258,0.17929507522134405,0.03777995008371454,0.03610692988619754,0.042244082029619975,0.1472477749946642,2.6793979748628285,0.3044685940547503,1.157341509860606,8.217719651692642,9.211665399272691,0.0253476028559089,0.04393498784831312,0.02959835004325337,0.01054771690847695,0.00412578567610742,0.0004231306502200591,0.00018281479609248696,0.23180226924314212,0.2057681611419682,0.21715573664709145,0.03296509162227463,0.03804030502118188,0.03489172152722641,0.0399353715782799,0.03791866881470249,0.03808477707745143,7.515562474511364e-05,0.030780713027871262,0.01655739392933168,0.1543800681109746,0.15796812904693938,0.16016254608631605,0.0041567618017728306,0.17495618867540583,0.16587581116492026,0.026831235784809924,0.0312388422491691,0.04789437613671692,False,False,False,False,True
C000,2016,0.0041567618017728306,0.2546730739706523,0.17495618867540583,0.16587581116492026,0.026831235784809924,0.0312388422491691,0.04789437613671692,0.13594615281052141,2.6793979748628285,0.2328632375686156,1.1713690843823703,8.22186779802679,9.007389142668416,0.02221142592514131,0.04324371867272142,0.03694618583313506,0.007819053640531246,0.026790537850478174,0.00412578567610742,0.010446484725601885,0.20583736322016258,0.23180226924314212,0.21446926453509096,0.03610692988619754,0.03296509162227463,0.035704108843218015,0.03777995008371454,0.0399353715782799,0.03854466349223231,0.042244082029619975,7.515562474511364e-05,0.024366650227412117,0.1472477749946642,0.1543800681109746,0.15319865738419272,-0.07344059802676332,0.17394665320585054,0.2419794069236293,0.02263674278731421,0.023336235756892136,0.014743114283901418,False,False,False,False,True
C000,2017,-0.07344059802676332,0.2546730739706523,0.17394665320585054,0.2419794069236293,0.02263674278731421,0.023336235756892136,0.014743114283901418,0.12689316723807473,2.6793979748628285,0.32575164127018,1.100546781709038,8.145590677095008,8.181599893448558,0.023617541640918564,0.05056912647740333,0.029642359174143547,0.00589456942265564,0.0041567618017728306,0.026790537850478174,0.011691028442786142,0.17495618867540583,0.20583736322016258,0.20419860704623685,0.0312388422491691,0.03610692988619754,0.033436954585880425,0.026831235784809924,0.03777995008371454,0.03484885248226812,0.04789437613671692,0.042244082029619975,0.030071204597027335,0.13594615281052141,0.1472477749946642,0.1458579986387201,-0.011321331827314034,0.1980384522504206,0.27385409197305494,0.01428790330463254,0.02078281405016446,-0.013976289889068358,False,False,False,False,True
